Year,State,Type,Length,Expense,Value,Region
2020,Wisconsin,Public In-State,2-year,Fees/Tuition,4476,Midwest
2021,West Virginia,Public In-State,2-year,Fees/Tuition,4470,Southeast
2020,Washington,Public In-State,2-year,Fees/Tuition,4468,West
2014,Mississippi,Public Out-of-State,2-year,Fees/Tuition,4467,Southeast
2020,Florida,Public In-State,4-year,Fees/Tuition,4463,Southeast
2015,Florida,Public In-State,4-year,Fees/Tuition,4456,Southeast
2018,Florida,Public In-State,4-year,Fees/Tuition,4455,Southeast
2018,Wyoming,Public In-State,4-year,Fees/Tuition,4443,West
2019,Florida,Public In-State,4-year,Fees/Tuition,4443,Southeast
2016,Florida,Public In-State,4-year,Fees/Tuition,4438,Southeast
2017,Florida,Public In-State,4-year,Fees/Tuition,4435,Southeast
2019,Connecticut,Public In-State,2-year,Fees/Tuition,4434,Northeast
2014,Florida,Public In-State,4-year,Fees/Tuition,4423,Southeast
2017,South Carolina,Public In-State,2-year,Fees/Tuition,4418,Southeast
2021,Ohio,Public In-State,2-year,Fees/Tuition,4416,Midwest
2019,Wisconsin,Public In-State,2-year,Fees/Tuition,4411,Midwest
2018,Alabama,Public In-State,2-year,Fees/Tuition,4403,Southeast
2016,Kansas,Public Out-of-State,2-year,Fees/Tuition,4395,Midwest
2020,Kentucky,Public In-State,2-year,Fees/Tuition,4395,Southeast
2016,Wisconsin,Public In-State,2-year,Fees/Tuition,4382,Midwest
2020,Tennessee,Public In-State,2-year,Fees/Tuition,4379,Southeast
2013,Florida,Public In-State,4-year,Fees/Tuition,4377,Southeast
2021,Maryland,Public In-State,2-year,Fees/Tuition,4369,Northeast
2019,Indiana,Public In-State,2-year,Fees/Tuition,4368,Midwest
2017,New Jersey,Public In-State,2-year,Fees/Tuition,4366,Northeast
2017,Alabama,Public In-State,2-year,Fees/Tuition,4362,Southeast
2021,Tennessee,Public In-State,2-year,Fees/Tuition,4361,Southeast
2015,Iowa,Public In-State,2-year,Fees/Tuition,4355,Midwest
2014,Pennsylvania,Public In-State,2-year,Fees/Tuition,4352,Northeast
2020,West Virginia,Public In-State,2-year,Fees/Tuition,4344,Southeast
2018,Wisconsin,Public In-State,2-year,Fees/Tuition,4337,Midwest
2015,Massachusetts,Public In-State,2-year,Fees/Tuition,4333,Northeast
2013,New York,Public In-State,2-year,Fees/Tuition,4331,Northeast
2020,Maryland,Public In-State,2-year,Fees/Tuition,4330,Northeast
2020,Ohio,Public In-State,2-year,Fees/Tuition,4330,Midwest
2015,Wisconsin,Public In-State,2-year,Fees/Tuition,4323,Midwest
2015,Virginia,Public In-State,2-year,Fees/Tuition,4318,Southeast
2018,Connecticut,Public In-State,2-year,Fees/Tuition,4312,Northeast
2017,Wyoming,Public In-State,4-year,Fees/Tuition,4311,West
2017,Wisconsin,Public In-State,2-year,Fees/Tuition,4292,Midwest
2016,Alabama,Public In-State,2-year,Fees/Tuition,4289,Southeast
2019,Tennessee,Public In-State,2-year,Fees/Tuition,4287,Southeast
2013,Mississippi,Public Out-of-State,2-year,Fees/Tuition,4284,Southeast
2015,North Dakota,Public In-State,2-year,Fees/Tuition,4283,Midwest
2019,West Virginia,Public In-State,2-year,Fees/Tuition,4276,Southeast
2019,Kentucky,Public In-State,2-year,Fees/Tuition,4274,Southeast
2016,Rhode Island,Public In-State,2-year,Fees/Tuition,4266,Northeast
2017,Rhode Island,Public In-State,2-year,Fees/Tuition,4266,Northeast
2017,Oregon,Public In-State,2-year,Fees/Tuition,4263,West
2018,Indiana,Public In-State,2-year,Fees/Tuition,4255,Midwest
2014,Iowa,Public In-State,2-year,Fees/Tuition,4253,Midwest
2014,Wisconsin,Public In-State,2-year,Fees/Tuition,4233,Midwest
2019,Maryland,Public In-State,2-year,Fees/Tuition,4225,Northeast
2016,New Jersey,Public In-State,2-year,Fees/Tuition,4223,Northeast
2016,South Carolina,Public In-State,2-year,Fees/Tuition,4219,Southeast
2021,Louisiana,Public In-State,2-year,Fees/Tuition,4219,Southeast
2014,Massachusetts,Public In-State,2-year,Fees/Tuition,4216,Northeast
2015,Kansas,Public Out-of-State,2-year,Fees/Tuition,4197,Midwest
2021,Oklahoma,Public In-State,2-year,Fees/Tuition,4194,Southwest
2017,Connecticut,Public In-State,2-year,Fees/Tuition,4189,Northeast
2013,Massachusetts,Public In-State,2-year,Fees/Tuition,4186,Northeast
2021,Illinois,Public In-State,2-year,Fees/Tuition,4180,Midwest
2016,Wyoming,Public In-State,4-year,Fees/Tuition,4178,West
2017,Indiana,Public In-State,2-year,Fees/Tuition,4175,Midwest
2019,Washington,Public In-State,2-year,Fees/Tuition,4169,West
2020,Louisiana,Public In-State,2-year,Fees/Tuition,4166,Southeast
2013,Alaska,Public Out-of-State,2-year,Fees/Tuition,4150,West
2020,Oklahoma,Public In-State,2-year,Fees/Tuition,4150,Southwest
2016,Oregon,Public In-State,2-year,Fees/Tuition,4148,West
2018,Tennessee,Public In-State,2-year,Fees/Tuition,4148,Southeast
2019,Louisiana,Public In-State,2-year,Fees/Tuition,4143,Southeast
2020,Wyoming,Public In-State,2-year,Fees/Tuition,4136,West
2013,Pennsylvania,Public In-State,2-year,Fees/Tuition,4133,Northeast
2015,Alabama,Public In-State,2-year,Fees/Tuition,4120,Southeast
2014,Kansas,Public Out-of-State,2-year,Fees/Tuition,4116,Midwest
2016,Indiana,Public In-State,2-year,Fees/Tuition,4115,Midwest
2019,Oklahoma,Public In-State,2-year,Fees/Tuition,4112,Southwest
2014,Alabama,Public In-State,2-year,Fees/Tuition,4108,Southeast
2018,Kentucky,Public In-State,2-year,Fees/Tuition,4106,Southeast
2018,Nebraska,Public Out-of-State,2-year,Fees/Tuition,4101,Midwest
2013,Iowa,Public In-State,2-year,Fees/Tuition,4099,Midwest
2014,Virginia,Public In-State,2-year,Fees/Tuition,4095,Southeast
2018,Louisiana,Public In-State,2-year,Fees/Tuition,4092,Southeast
2018,Maryland,Public In-State,2-year,Fees/Tuition,4090,Northeast
2019,Ohio,Public In-State,2-year,Fees/Tuition,4082,Midwest
2018,Washington,Public In-State,2-year,Fees/Tuition,4078,West
2018,West Virginia,Public In-State,2-year,Fees/Tuition,4076,Southeast
2013,Wisconsin,Public In-State,2-year,Fees/Tuition,4073,Midwest
2015,South Carolina,Public In-State,2-year,Fees/Tuition,4061,Southeast
2015,Indiana,Public In-State,2-year,Fees/Tuition,4055,Midwest
2013,Alabama,Public In-State,2-year,Fees/Tuition,4048,Southeast
2013,North Dakota,Public In-State,2-year,Fees/Tuition,4048,Midwest
2017,Tennessee,Public In-State,2-year,Fees/Tuition,4048,Southeast
2016,Connecticut,Public In-State,2-year,Fees/Tuition,4039,Northeast
2020,Illinois,Public In-State,2-year,Fees/Tuition,4035,Midwest
2017,Louisiana,Public In-State,2-year,Fees/Tuition,4031,Southeast
2014,Washington,Public In-State,2-year,Fees/Tuition,4026,West
2013,Kansas,Public Out-of-State,2-year,Fees/Tuition,4023,Midwest
2015,Oregon,Public In-State,2-year,Fees/Tuition,4023,West
2017,West Virginia,Public In-State,2-year,Fees/Tuition,4009,Southeast
2015,Washington,Public In-State,2-year,Fees/Tuition,3992,West
2021,Utah,Public In-State,2-year,Fees/Tuition,3989,West
2021,Wyoming,Public In-State,2-year,Fees/Tuition,3987,West
2019,Nebraska,Public Out-of-State,2-year,Fees/Tuition,3985,Midwest
2017,Maryland,Public In-State,2-year,Fees/Tuition,3983,Northeast
2015,New Jersey,Public In-State,2-year,Fees/Tuition,3982,Northeast
2021,Montana,Public In-State,2-year,Fees/Tuition,3981,West
2014,North Dakota,Public In-State,2-year,Fees/Tuition,3978,Midwest
2013,Alaska,Public In-State,2-year,Fees/Tuition,3972,West
2020,Nebraska,Public Out-of-State,2-year,Fees/Tuition,3969,Midwest
2015,Wyoming,Public In-State,4-year,Fees/Tuition,3968,West
2019,Illinois,Public In-State,2-year,Fees/Tuition,3966,Midwest
2017,Kentucky,Public In-State,2-year,Fees/Tuition,3962,Southeast
2013,Washington,Public In-State,2-year,Fees/Tuition,3957,West
2021,Nebraska,Public Out-of-State,2-year,Fees/Tuition,3956,Midwest
2013,Rhode Island,Public In-State,2-year,Fees/Tuition,3950,Northeast
2015,Rhode Island,Public In-State,2-year,Fees/Tuition,3950,Northeast
2014,Rhode Island,Public In-State,2-year,Fees/Tuition,3944,Northeast
2017,Nebraska,Public Out-of-State,2-year,Fees/Tuition,3941,Midwest
2016,Tennessee,Public In-State,2-year,Fees/Tuition,3940,Southeast
2014,Oregon,Public In-State,2-year,Fees/Tuition,3935,West
2014,New Jersey,Public In-State,2-year,Fees/Tuition,3929,Northeast
2020,Utah,Public In-State,2-year,Fees/Tuition,3929,West
2014,South Carolina,Public In-State,2-year,Fees/Tuition,3928,Southeast
2016,Louisiana,Public In-State,2-year,Fees/Tuition,3919,Southeast
2013,Virginia,Public In-State,2-year,Fees/Tuition,3910,Southeast
2016,Nebraska,Public Out-of-State,2-year,Fees/Tuition,3910,Midwest
2018,Illinois,Public In-State,2-year,Fees/Tuition,3891,Midwest
2018,Oklahoma,Public In-State,2-year,Fees/Tuition,3876,Southwest
2020,Montana,Public In-State,2-year,Fees/Tuition,3871,West
2015,Connecticut,Public In-State,2-year,Fees/Tuition,3869,Northeast
2021,Maine,Public In-State,2-year,Fees/Tuition,3857,Northeast
2017,Washington,Public In-State,2-year,Fees/Tuition,3848,West
2019,Utah,Public In-State,2-year,Fees/Tuition,3843,West
2016,West Virginia,Public In-State,2-year,Fees/Tuition,3825,Southeast
2014,Connecticut,Public In-State,2-year,Fees/Tuition,3824,Northeast
2013,South Carolina,Public In-State,2-year,Fees/Tuition,3820,Southeast
2015,Tennessee,Public In-State,2-year,Fees/Tuition,3820,Southeast
2017,Alaska,Public In-State,2-year,Fees/Tuition,3820,West
2017,Alaska,Public Out-of-State,2-year,Fees/Tuition,3820,West
2016,Maryland,Public In-State,2-year,Fees/Tuition,3816,Northeast
2013,New Jersey,Public In-State,2-year,Fees/Tuition,3782,Northeast
2018,Utah,Public In-State,2-year,Fees/Tuition,3781,West
2020,Maine,Public In-State,2-year,Fees/Tuition,3778,Northeast
2016,Washington,Public In-State,2-year,Fees/Tuition,3771,West
2014,Wyoming,Public In-State,4-year,Fees/Tuition,3756,West
2019,Montana,Public In-State,2-year,Fees/Tuition,3756,West
2021,Michigan,Public In-State,2-year,Fees/Tuition,3756,Midwest
2019,Maine,Public In-State,2-year,Fees/Tuition,3753,Northeast
2013,Oregon,Public In-State,2-year,Fees/Tuition,3752,West
2017,Illinois,Public In-State,2-year,Fees/Tuition,3749,Midwest
2015,Nebraska,Public Out-of-State,2-year,Fees/Tuition,3743,Midwest
2020,Michigan,Public In-State,2-year,Fees/Tuition,3703,Midwest
2018,Maine,Public In-State,2-year,Fees/Tuition,3698,Northeast
2016,Illinois,Public In-State,2-year,Fees/Tuition,3692,Midwest
2017,Utah,Public In-State,2-year,Fees/Tuition,3690,West
2021,Missouri,Public In-State,2-year,Fees/Tuition,3676,Midwest
2017,Maine,Public In-State,2-year,Fees/Tuition,3673,Northeast
2018,Ohio,Public In-State,2-year,Fees/Tuition,3672,Midwest
2015,Maryland,Public In-State,2-year,Fees/Tuition,3668,Northeast
2015,Maine,Public In-State,2-year,Fees/Tuition,3663,Northeast
2017,Ohio,Public In-State,2-year,Fees/Tuition,3655,Midwest
2019,Colorado,Public In-State,2-year,Fees/Tuition,3655,West
2015,Kentucky,Public In-State,2-year,Fees/Tuition,3650,Southeast
2016,Kentucky,Public In-State,2-year,Fees/Tuition,3650,Southeast
2016,Maine,Public In-State,2-year,Fees/Tuition,3648,Northeast
2021,Kansas,Public In-State,2-year,Fees/Tuition,3648,Midwest
2013,Wyoming,Public In-State,4-year,Fees/Tuition,3642,West
2016,Ohio,Public In-State,2-year,Fees/Tuition,3642,Midwest
2018,Colorado,Public In-State,2-year,Fees/Tuition,3638,West
2014,Tennessee,Public In-State,2-year,Fees/Tuition,3637,Southeast
2018,Montana,Public In-State,2-year,Fees/Tuition,3631,West
2016,Colorado,Public In-State,2-year,Fees/Tuition,3630,West
2015,West Virginia,Public In-State,2-year,Fees/Tuition,3628,Southeast
2017,Oklahoma,Public In-State,2-year,Fees/Tuition,3627,Southwest
2014,Nebraska,Public Out-of-State,2-year,Fees/Tuition,3612,Midwest
2015,Ohio,Public In-State,2-year,Fees/Tuition,3610,Midwest
2014,Indiana,Public In-State,2-year,Fees/Tuition,3605,Midwest
2013,Connecticut,Public In-State,2-year,Fees/Tuition,3596,Northeast
2019,Michigan,Public In-State,2-year,Fees/Tuition,3582,Midwest
2016,Utah,Public In-State,2-year,Fees/Tuition,3569,West
2017,Colorado,Public In-State,2-year,Fees/Tuition,3565,West
2014,Maryland,Public In-State,2-year,Fees/Tuition,3550,Northeast
2014,Maine,Public In-State,2-year,Fees/Tuition,3545,Northeast
2020,Missouri,Public In-State,2-year,Fees/Tuition,3545,Midwest
2014,Ohio,Public In-State,2-year,Fees/Tuition,3544,Midwest
2020,Kansas,Public In-State,2-year,Fees/Tuition,3542,Midwest
2015,Delaware,Public In-State,2-year,Fees/Tuition,3530,Northeast
2013,Tennessee,Public In-State,2-year,Fees/Tuition,3526,Southeast
2015,Louisiana,Public In-State,2-year,Fees/Tuition,3502,Southeast
2013,Maryland,Public In-State,2-year,Fees/Tuition,3500,Northeast
2015,Illinois,Public In-State,2-year,Fees/Tuition,3499,Midwest
2021,Mississippi,Public In-State,2-year,Fees/Tuition,3491,Southeast
2014,Kentucky,Public In-State,2-year,Fees/Tuition,3487,Southeast
2021,Arkansas,Public In-State,2-year,Fees/Tuition,3484,Southeast
2013,Ohio,Public In-State,2-year,Fees/Tuition,3480,Midwest
2015,Utah,Public In-State,2-year,Fees/Tuition,3469,West
2018,Michigan,Public In-State,2-year,Fees/Tuition,3469,Midwest
2021,Colorado,Public In-State,2-year,Fees/Tuition,3468,West
2013,Indiana,Public In-State,2-year,Fees/Tuition,3455,Midwest
2019,Kansas,Public In-State,2-year,Fees/Tuition,3435,Midwest
2020,Mississippi,Public In-State,2-year,Fees/Tuition,3432,Southeast
2017,Michigan,Public In-State,2-year,Fees/Tuition,3423,Midwest
2013,Nebraska,Public Out-of-State,2-year,Fees/Tuition,3415,Midwest
2013,Maine,Public In-State,2-year,Fees/Tuition,3409,Northeast
2014,West Virginia,Public In-State,2-year,Fees/Tuition,3403,Southeast
2020,Arkansas,Public In-State,2-year,Fees/Tuition,3398,Southeast
2013,Kentucky,Public In-State,2-year,Fees/Tuition,3391,Southeast
2018,Kansas,Public In-State,2-year,Fees/Tuition,3382,Midwest
2017,Montana,Public In-State,2-year,Fees/Tuition,3381,West
2014,Delaware,Public In-State,2-year,Fees/Tuition,3380,Northeast
2019,Missouri,Public In-State,2-year,Fees/Tuition,3358,Midwest
2020,Colorado,Public In-State,2-year,Fees/Tuition,3355,West
2016,Oklahoma,Public In-State,2-year,Fees/Tuition,3349,Southwest
2015,Colorado,Public In-State,2-year,Fees/Tuition,3347,West
2019,Idaho,Public In-State,2-year,Fees/Tuition,3345,West
2014,Utah,Public In-State,2-year,Fees/Tuition,3342,West
2015,Alaska,Public In-State,2-year,Fees/Tuition,3340,West
2015,Alaska,Public Out-of-State,2-year,Fees/Tuition,3340,West
2016,Alaska,Public In-State,2-year,Fees/Tuition,3340,West
2016,Alaska,Public Out-of-State,2-year,Fees/Tuition,3340,West
2020,Idaho,Public In-State,2-year,Fees/Tuition,3335,West
2021,Idaho,Public In-State,2-year,Fees/Tuition,3332,West
2016,Montana,Public In-State,2-year,Fees/Tuition,3310,West
2014,Illinois,Public In-State,2-year,Fees/Tuition,3306,Midwest
2018,Arkansas,Public In-State,2-year,Fees/Tuition,3291,Southeast
2019,Arkansas,Public In-State,2-year,Fees/Tuition,3291,Southeast
2018,Idaho,Public In-State,2-year,Fees/Tuition,3282,West
2018,Missouri,Public In-State,2-year,Fees/Tuition,3273,Midwest
2019,Mississippi,Public In-State,2-year,Fees/Tuition,3262,Southeast
2015,Oklahoma,Public In-State,2-year,Fees/Tuition,3244,Southwest
2013,Delaware,Public In-State,2-year,Fees/Tuition,3242,Northeast
2017,Idaho,Public In-State,2-year,Fees/Tuition,3227,West
2021,Hawaii,Public In-State,2-year,Fees/Tuition,3226,West
2020,Hawaii,Public In-State,2-year,Fees/Tuition,3225,West
2017,Kansas,Public In-State,2-year,Fees/Tuition,3222,Midwest
2019,Wyoming,Public In-State,2-year,Fees/Tuition,3219,West
2015,Montana,Public In-State,2-year,Fees/Tuition,3215,West
2016,Delaware,Public In-State,2-year,Fees/Tuition,3215,Northeast
2018,Nebraska,Public In-State,2-year,Fees/Tuition,3212,Midwest
2014,Montana,Public In-State,2-year,Fees/Tuition,3202,West
2016,Kansas,Public In-State,2-year,Fees/Tuition,3201,Midwest
2017,Arkansas,Public In-State,2-year,Fees/Tuition,3195,Southeast
2013,Illinois,Public In-State,2-year,Fees/Tuition,3192,Midwest
2018,Mississippi,Public In-State,2-year,Fees/Tuition,3182,Southeast
2016,Georgia,Public In-State,2-year,Fees/Tuition,3181,Southeast
2016,Michigan,Public In-State,2-year,Fees/Tuition,3179,Midwest
2021,Nebraska,Public In-State,2-year,Fees/Tuition,3179,Midwest
2014,Louisiana,Public In-State,2-year,Fees/Tuition,3178,Southeast
2015,Georgia,Public In-State,2-year,Fees/Tuition,3177,Southeast
2019,Nebraska,Public In-State,2-year,Fees/Tuition,3174,Midwest
2013,Utah,Public In-State,2-year,Fees/Tuition,3170,West
2021,Georgia,Public In-State,2-year,Fees/Tuition,3169,Southeast
2014,Colorado,Public In-State,2-year,Fees/Tuition,3160,West
2020,Georgia,Public In-State,2-year,Fees/Tuition,3156,Southeast
2013,Montana,Public In-State,2-year,Fees/Tuition,3151,West
2018,Wyoming,Public In-State,2-year,Fees/Tuition,3142,West
2019,Hawaii,Public In-State,2-year,Fees/Tuition,3140,West
2013,West Virginia,Public In-State,2-year,Fees/Tuition,3135,Southeast
2016,Idaho,Public In-State,2-year,Fees/Tuition,3108,West
2016,Arkansas,Public In-State,2-year,Fees/Tuition,3105,Southeast
2020,Nebraska,Public In-State,2-year,Fees/Tuition,3103,Midwest
2017,Hawaii,Public In-State,2-year,Fees/Tuition,3080,West
2018,Hawaii,Public In-State,2-year,Fees/Tuition,3080,West
2018,Nevada,Public In-State,2-year,Fees/Tuition,3075,West
2014,Oklahoma,Public In-State,2-year,Fees/Tuition,3062,Southwest
2015,Michigan,Public In-State,2-year,Fees/Tuition,3062,Midwest
2017,Missouri,Public In-State,2-year,Fees/Tuition,3028,Midwest
2015,Idaho,Public In-State,2-year,Fees/Tuition,3023,West
2016,Missouri,Public In-State,2-year,Fees/Tuition,3016,Midwest
2015,Kansas,Public In-State,2-year,Fees/Tuition,3015,Midwest
2013,Colorado,Public In-State,2-year,Fees/Tuition,3004,West
2017,Nebraska,Public In-State,2-year,Fees/Tuition,2991,Midwest
2017,Wyoming,Public In-State,2-year,Fees/Tuition,2987,West
2015,Arkansas,Public In-State,2-year,Fees/Tuition,2973,Southeast
2014,Idaho,Public In-State,2-year,Fees/Tuition,2963,West
2016,Hawaii,Public In-State,2-year,Fees/Tuition,2935,West
2014,Georgia,Public In-State,2-year,Fees/Tuition,2926,Southeast
2014,Michigan,Public In-State,2-year,Fees/Tuition,2922,Midwest
2019,Georgia,Public In-State,2-year,Fees/Tuition,2916,Southeast
2013,Idaho,Public In-State,2-year,Fees/Tuition,2915,West
2017,Nevada,Public In-State,2-year,Fees/Tuition,2910,West
2013,Oklahoma,Public In-State,2-year,Fees/Tuition,2904,Southwest
2018,Georgia,Public In-State,2-year,Fees/Tuition,2901,Southeast
2017,Georgia,Public In-State,2-year,Fees/Tuition,2895,Southeast
2014,Kansas,Public In-State,2-year,Fees/Tuition,2890,Midwest
2015,Missouri,Public In-State,2-year,Fees/Tuition,2890,Midwest
2016,Nebraska,Public In-State,2-year,Fees/Tuition,2852,Midwest
2014,Missouri,Public In-State,2-year,Fees/Tuition,2850,Midwest
2013,Louisiana,Public In-State,2-year,Fees/Tuition,2837,Southeast
2017,Mississippi,Public In-State,2-year,Fees/Tuition,2830,Southeast
2021,Texas,Public In-State,2-year,Fees/Tuition,2828,Southwest
2014,Arkansas,Public In-State,2-year,Fees/Tuition,2812,Southeast
2016,Nevada,Public In-State,2-year,Fees/Tuition,2805,West
2015,Hawaii,Public In-State,2-year,Fees/Tuition,2800,West
2016,Wyoming,Public In-State,2-year,Fees/Tuition,2788,West
2015,Nebraska,Public In-State,2-year,Fees/Tuition,2743,Midwest
